T,Model,Average ⬆️,ARC,HellaSwag,MMLU,TruthfulQA,Winogrande,GSM8K,DROP,Type,Architecture,Precision,Hub License,#Params (B),Hub ❤️,Available on the hub,Model sha,model_name_for_query
🔶,"<a target=""_blank"" href=""https://huggingface.co/KoboldAI/OPT-350M-Erebus"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">KoboldAI/OPT-350M-Erebus</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_KoboldAI__OPT-350M-Erebus"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",26.42,23.81,34.35,26.23,43.58,52.57,0.3,4.13,fine-tuned,OPTForCausalLM,torch.float16,other,0.33,11.0,True,83ce2f4e78d308968cf7ecd03d86a1f64aea8336,KoboldAI/OPT-350M-Erebus
?,"<a target=""_blank"" href=""https://huggingface.co/bigscience/bloom-560m"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">bigscience/bloom-560m</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_bigscience__bloom-560m"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",26.42,24.74,37.15,24.22,42.44,51.93,0.3,4.11,,BloomForCausalLM,torch.float16,bigscience-bloom-rail-1.0,0.56,263.0,True,4f42c91d806a19ae1a46af6c3fb5f4990d884cd6,bigscience/bloom-560m
🔶,"<a target=""_blank"" href=""https://huggingface.co/KnutJaegersberg/megatron-GPT-2-345m-EvolInstruct"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">KnutJaegersberg/megatron-GPT-2-345m-EvolInstruct</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_KnutJaegersberg__megatron-GPT-2-345m-EvolInstruct"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",26.35,24.06,35.12,24.48,41.25,54.78,0.38,4.39,fine-tuned,GPT2LMHeadModel,torch.float16,cc-by-nc-4.0,0.38,4.0,True,dc95fda9f1e51d94870e28751e35410c66563d18,KnutJaegersberg/megatron-GPT-2-345m-EvolInstruct
🟢,"<a target=""_blank"" href=""https://huggingface.co/facebook/opt-350m"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">facebook/opt-350m</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_facebook__opt-350m"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",26.32,23.55,36.73,26.02,40.83,52.64,0.3,4.16,pretrained,OPTForCausalLM,torch.float16,other,0.33,75.0,True,cb32f77e905cccbca1d970436fb0f5e6b58ee3c5,facebook/opt-350m
🔶,"<a target=""_blank"" href=""https://huggingface.co/golaxy/gogpt-560m"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">golaxy/gogpt-560m</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_golaxy__gogpt-560m"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",26.3,26.37,31.86,25.29,43.12,50.75,0.0,6.7,fine-tuned,BloomForCausalLM,torch.float16,apache-2.0,0.56,0.0,True,82bd8b88b95068eee614a35b790388c5d2415705,golaxy/gogpt-560m
🔶,"<a target=""_blank"" href=""https://huggingface.co/PygmalionAI/pygmalion-350m"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">PygmalionAI/pygmalion-350m</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_PygmalionAI__pygmalion-350m"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",26.23,25.0,37.8,25.68,40.41,50.28,0.53,3.89,fine-tuned,OPTForCausalLM,torch.float16,?,0.33,48.0,True,d65832d913f6b396e2ffb64c373d9383c9da9303,PygmalionAI/pygmalion-350m
🔶,"<a target=""_blank"" href=""https://huggingface.co/KoboldAI/OPT-350M-Nerys-v2"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">KoboldAI/OPT-350M-Nerys-v2</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_KoboldAI__OPT-350M-Nerys-v2"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",26.23,23.63,35.49,25.91,42.08,51.62,0.68,4.16,fine-tuned,OPTForCausalLM,torch.float16,other,0.33,4.0,True,59b1019c35ab17a7d77ea1ad32b45a8375ba6e89,KoboldAI/OPT-350M-Nerys-v2
🟢,"<a target=""_blank"" href=""https://huggingface.co/facebook/xglm-564M"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">facebook/xglm-564M</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_facebook__xglm-564M"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",26.19,24.57,34.64,25.18,40.43,52.25,0.23,6.04,pretrained,XGLMForCausalLM,torch.float16,mit,0.56,28.0,True,f3059f01b98ccc877c673149e0178c0e957660f9,facebook/xglm-564M
🟦,"<a target=""_blank"" href=""https://huggingface.co/TheTravellingEngineer/bloom-560m-RLHF"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">TheTravellingEngineer/bloom-560m-RLHF</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_TheTravellingEngineer__bloom-560m-RLHF"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",26.17,24.4,36.96,23.63,40.76,53.12,0.3,3.99,RL-tuned,BloomForCausalLM,torch.float16,?,0.56,1.0,True,b1769e92f325d8a28e7db1c21f133e6c85b84e78,TheTravellingEngineer/bloom-560m-RLHF
🔶,"<a target=""_blank"" href=""https://huggingface.co/vikp/phi2"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">vikp/phi2</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_vikp__phi2"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",26.11,22.87,30.7,27.55,46.1,52.01,0.68,2.84,fine-tuned,FlashGPTNeoXForCausalLM,torch.float16,?,1.31,0.0,True,9fd01ce09da870fc66af88616d43e53db642ef46,vikp/phi2
🔶,"<a target=""_blank"" href=""https://huggingface.co/huggingtweets/bladeecity-jerma985"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">huggingtweets/bladeecity-jerma985</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_huggingtweets__bladeecity-jerma985"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",26.07,22.87,30.53,26.56,44.99,52.01,0.0,5.53,fine-tuned,GPT2LMHeadModel,torch.float16,?,0.12,0.0,True,9bf3a0db7f6bc960c51f2c0dc6fb66ed982b0180,huggingtweets/bladeecity-jerma985
🔶,"<a target=""_blank"" href=""https://huggingface.co/beomi/KoAlpaca-Polyglot-5.8B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">beomi/KoAlpaca-Polyglot-5.8B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_beomi__KoAlpaca-Polyglot-5.8B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",26.03,27.65,35.58,24.72,39.74,49.01,0.08,5.41,fine-tuned,GPTNeoXForCausalLM,torch.float16,apache-2.0,6.0,48.0,True,1051dacf82ca9fba0ba4a4ff67f1d98a81ef7a2e,beomi/KoAlpaca-Polyglot-5.8B
⭕,"<a target=""_blank"" href=""https://huggingface.co/uukuguy/speechless-codellama-orca-airoboros-13b-0.10e"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">uukuguy/speechless-codellama-orca-airoboros-13b-0.10e</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_uukuguy__speechless-codellama-orca-airoboros-13b-0.10e"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",26.02,29.44,25.71,25.43,49.64,51.93,0.0,0.0,instruction-tuned,LlamaForCausalLM,torch.float16,llama2,13.02,0.0,True,dbd1d1f7ad7b6b359f8246141650b25ca0bb8cbb,uukuguy/speechless-codellama-orca-airoboros-13b-0.10e
🔶,"<a target=""_blank"" href=""https://huggingface.co/MBZUAI/lamini-neo-125m"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">MBZUAI/lamini-neo-125m</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_MBZUAI__lamini-neo-125m"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",26.02,24.57,30.22,26.74,42.85,52.25,0.0,5.48,fine-tuned,GPTNeoForCausalLM,torch.float16,cc-by-nc-4.0,0.12,13.0,True,f01e73ba67da96f6645be3067158cc493b0cbbcb,MBZUAI/lamini-neo-125m
🔶,"<a target=""_blank"" href=""https://huggingface.co/KoboldAI/fairseq-dense-125M"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">KoboldAI/fairseq-dense-125M</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_KoboldAI__fairseq-dense-125M"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",26.0,24.06,34.14,23.98,43.72,50.59,0.0,5.5,fine-tuned,XGLMForCausalLM,torch.float16,?,0.12,1.0,True,c8fb975220512b34e7b4a9fc570ca333ddcaf9b5,KoboldAI/fairseq-dense-125M
🔶,"<a target=""_blank"" href=""https://huggingface.co/hoskinson-center/proofGPT-v0.1"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">hoskinson-center/proofGPT-v0.1</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_hoskinson-center__proofGPT-v0.1"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",25.99,22.87,28.66,25.96,51.64,50.43,0.08,2.29,fine-tuned,GPTNeoXForCausalLM,torch.float16,mit,1.31,3.0,True,1e4dd330ca90c0ef6d77ca71bd49cbe3d71f26b8,hoskinson-center/proofGPT-v0.1
🔶,"<a target=""_blank"" href=""https://huggingface.co/ai-forever/rugpt3large_based_on_gpt2"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">ai-forever/rugpt3large_based_on_gpt2</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_ai-forever__rugpt3large_based_on_gpt2"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",25.98,22.61,32.84,24.9,43.39,53.12,0.3,4.72,fine-tuned,GPT2LMHeadModel,torch.float16,?,0.76,60.0,True,8201db0de8deb68f25e7309db04d163b71970494,ai-forever/rugpt3large_based_on_gpt2
🔶,"<a target=""_blank"" href=""https://huggingface.co/postbot/gpt2-medium-emailgen"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">postbot/gpt2-medium-emailgen</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_postbot__gpt2-medium-emailgen"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",25.97,26.45,34.31,24.1,43.96,50.43,0.0,2.53,fine-tuned,GPT2LMHeadModel,torch.bfloat16,['apache-2.0'],0.38,2.0,True,1b9b03d00b2b300d3c04c37fe3782c180ef51a27,postbot/gpt2-medium-emailgen
🟢,"<a target=""_blank"" href=""https://huggingface.co/TurkuNLP/gpt3-finnish-large"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">TurkuNLP/gpt3-finnish-large</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_TurkuNLP__gpt3-finnish-large"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",25.95,21.76,32.88,24.11,44.35,51.54,0.0,7.03,pretrained,BloomModel,torch.float16,apache-2.0,0.88,3.0,True,b9a3dd97387fc70d07010d469888a918842d3449,TurkuNLP/gpt3-finnish-large
🔶,"<a target=""_blank"" href=""https://huggingface.co/porkorbeef/Llama-2-13b-sf"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">porkorbeef/Llama-2-13b-sf</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_porkorbeef__Llama-2-13b-sf"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",25.9,29.52,26.49,25.98,48.97,50.36,0.0,0.0,fine-tuned,LlamaModel,torch.float16,cc-by-nc-4.0,12.85,0.0,True,06253ee259e6b205c4734ab6ec3fa850737b2110,porkorbeef/Llama-2-13b-sf
🔶,"<a target=""_blank"" href=""https://huggingface.co/uukuguy/speechless-codellama-orca-airoboros-13b-0.10e"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">uukuguy/speechless-codellama-orca-airoboros-13b-0.10e</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_uukuguy__speechless-codellama-orca-airoboros-13b-0.10e"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",25.9,29.27,25.74,25.69,49.61,50.99,0.0,0.0,fine-tuned,LlamaForCausalLM,torch.bfloat16,llama2,13.02,0.0,True,dbd1d1f7ad7b6b359f8246141650b25ca0bb8cbb,uukuguy/speechless-codellama-orca-airoboros-13b-0.10e
🟢,"<a target=""_blank"" href=""https://huggingface.co/uukuguy/Orca-2-7b-f16"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">uukuguy/Orca-2-7b-f16</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_uukuguy__Orca-2-7b-f16"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",25.84,29.61,25.62,26.7,48.36,50.59,0.0,0.0,pretrained,LlamaModel,torch.float16,llama2,7.0,0.0,True,f6b2f717467dc12b2b19cad90ed4362153863ad9,uukuguy/Orca-2-7b-f16
🟦,"<a target=""_blank"" href=""https://huggingface.co/TheTravellingEngineer/bloom-1b1-RLHF"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">TheTravellingEngineer/bloom-1b1-RLHF</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_TheTravellingEngineer__bloom-1b1-RLHF"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",25.83,27.99,26.19,26.86,48.88,50.91,0.0,0.0,RL-tuned,?,torch.float16,?,0.02,0.0,True,65bd72580520a1d4a0c19fcb23f68c1f28464e1b,TheTravellingEngineer/bloom-1b1-RLHF
🔶,"<a target=""_blank"" href=""https://huggingface.co/hoskinson-center/proofGPT-v0.1-6.7B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">hoskinson-center/proofGPT-v0.1-6.7B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_hoskinson-center__proofGPT-v0.1-6.7B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",25.82,23.29,28.45,24.57,50.87,51.14,0.0,2.43,fine-tuned,GPTNeoXForCausalLM,torch.float16,mit,6.65,9.0,True,02f405f08ca0e5b1aaa90a7c3b11303b5f245102,hoskinson-center/proofGPT-v0.1-6.7B
🔶,"<a target=""_blank"" href=""https://huggingface.co/yhyhy3/med-orca-instruct-33b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">yhyhy3/med-orca-instruct-33b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_yhyhy3__med-orca-instruct-33b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",25.82,28.84,25.63,26.5,49.26,50.51,0.0,0.01,fine-tuned,LlamaModel,torch.bfloat16,?,32.32,0.0,True,1d636881854338e571825226c712180da06be72c,yhyhy3/med-orca-instruct-33b
🔶,"<a target=""_blank"" href=""https://huggingface.co/porkorbeef/Llama-2-13b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">porkorbeef/Llama-2-13b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_porkorbeef__Llama-2-13b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",25.81,29.35,26.35,24.94,48.32,51.7,0.0,0.0,fine-tuned,LlamaModel,torch.float16,cc-by-nc-4.0,12.85,0.0,True,06253ee259e6b205c4734ab6ec3fa850737b2110,porkorbeef/Llama-2-13b
🟢,"<a target=""_blank"" href=""https://huggingface.co/EleutherAI/gpt-neo-125m"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">EleutherAI/gpt-neo-125m</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_EleutherAI__gpt-neo-125m"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",25.79,22.95,30.26,25.97,45.58,51.78,0.3,3.69,pretrained,GPTNeoForCausalLM,torch.float16,mit,0.15,132.0,True,6cb0d322a3a484e99667e7cb240e22f1ac036b99,EleutherAI/gpt-neo-125m
🔶,"<a target=""_blank"" href=""https://huggingface.co/marcchew/Marcoroni-7B-LaMini-80K"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">marcchew/Marcoroni-7B-LaMini-80K</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_marcchew__Marcoroni-7B-LaMini-80K"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",25.79,28.75,26.13,24.46,49.71,51.46,0.0,0.0,fine-tuned,LlamaForCausalLM,8bit,?,6.61,0.0,True,ea7a283403ec1a40570bfc25f2c4b8fcb089b6bb,marcchew/Marcoroni-7B-LaMini-80K
🔶,"<a target=""_blank"" href=""https://huggingface.co/doas/test5"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">doas/test5</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_doas__test5"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",25.77,28.41,26.63,25.36,47.34,52.64,0.0,0.0,fine-tuned,LlamaModel,torch.float16,?,12.85,0.0,True,b0dae937b7137790d8946794375e1affd51c760a,doas/test5
🔶,"<a target=""_blank"" href=""https://huggingface.co/yeen214/test_llama2_ko_7b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">yeen214/test_llama2_ko_7b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_yeen214__test_llama2_ko_7b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",25.7,29.95,26.94,25.62,49.03,48.38,0.0,0.0,fine-tuned,LlamaForCausalLM,torch.float16,?,6.67,0.0,True,45901e1d6ccb22f5ed8aec3f9dd366823fdd1c33,yeen214/test_llama2_ko_7b
🟢,"<a target=""_blank"" href=""https://huggingface.co/winglian/Llama-2-3b-hf"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">winglian/Llama-2-3b-hf</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_winglian__Llama-2-3b-hf"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",25.69,26.96,26.52,23.33,50.71,49.64,0.0,2.63,pretrained,LlamaForCausalLM,torch.bfloat16,?,3.37,2.0,True,293f071b223efd7959f9e1fac66285369aaa959d,winglian/Llama-2-3b-hf
